1,1398.9084401512023,1193.942350919549,1614.501778426882,[ 7 30 50 71 99],[ 8 30 50 72 99],1214.771112447487,"[9, 33, 72, 93, 58]",1836.1673969492608,"[7, 30, 54, 70, 91]"
2,1450.685655439837,1231.1828117346706,2106.8365044382817,[ 21  64 111 156 193],[ 33  74 113 149 186],1557.8160712725864,"[21, 74, 149, 192, 113]",1776.319590374433,"[27, 67, 115, 140, 193]"
3,1315.4272865892303,1101.0859884684057,1656.9151294343087,[ 54  90 159 231 287],[ 10 112 176 231 287],1101.0859884684057,"[54, 90, 159, 287, 231]",2625.5274705397733,"[23, 99, 151, 231, 287]"
4,1571.2568097123253,1390.1244220670246,1879.019381821989,[ 46 149 236 290 372],[ 45 149 208 298 330],2726.1523416221353,"[26, 133, 229, 393, 241]",2279.0437427039856,"[45, 154, 218, 314, 393]"
5,1536.4562547547728,1181.7677187737859,2014.158411221977,[ 41 170 265 361 483],[ 20 162 255 353 480],1758.3726483372186,"[41, 158, 395, 465, 262]",2022.4385105543531,"[41, 167, 260, 361, 469]"
6,1255.2563133163244,1108.6618308898205,1880.4367094334702,[ 84 204 359 459 577],[ 84 233 327 433 574],1783.810170103718,"[75, 186, 472, 557, 330]",2805.6376269361836,"[2, 211, 338, 459, 577]"
7,1163.6831645991977,982.4540630788454,1670.7883543166527,[ 34 262 375 531 680],[133 239 353 502 665],982.4540630788454,"[34, 262, 531, 680, 375]",2362.3822194847944,"[135, 267, 360, 549, 652]"
8,1243.7474750466115,1138.0773945056465,1612.2068218631048,[ 55 291 429 602 732],[ 55 292 335 580 732],1572.7014326691422,"[57, 318, 584, 766, 419]",2956.576049271779,"[55, 276, 426, 579, 753]"
9,1254.4728769339372,1084.7234976827467,1814.8504787470165,[ 71 333 489 662 866],[ 12 317 477 561 841],1127.6161776284443,"[12, 333, 683, 866, 517]",3068.0792798382477,"[33, 277, 530, 701, 866]"
10,1785.7485430875834,1536.6794010806268,2144.4928683912444,[142 384 513 733 919],[ 49 220 512 750 952],2515.664582045126,"[142, 374, 756, 978, 402]",2876.781100971469,"[49, 304, 579, 756, 908]"
11,1882.0313840773508,1770.7102998798464,2046.2453034477799,[ 120  388  640  781 1059],[ 120  396  468  876 1059],2172.7534957805515,"[120, 420, 878, 1090, 456]",2827.697073626227,"[106, 412, 579, 858, 998]"
12,1267.6747366549362,1070.3095705674464,1595.1564507881212,[ 205  421  625  875 1114],[  79  379  696  915 1142],1557.5796439523017,"[114, 461, 942, 1169, 705]",2784.3130403658615,"[205, 381, 649, 948, 1192]"
13,1947.5624606680974,1771.2639424872284,2286.0394426887424,[  27  413  541  967 1193],[   3  499  537  959 1193],1771.2639424872284,"[27, 413, 967, 1193, 695]",3189.1111449640885,"[247, 508, 764, 959, 1274]"
14,1664.2920664385124,1597.1577204948399,1846.4151629110586,[ 183  492  585 1055 1377],[ 199  301  711 1033 1343],1657.5902653733772,"[166, 493, 1021, 1392, 714]",4184.669342982809,"[161, 468, 773, 987, 1347]"
15,1980.4616593446638,1790.0524556532866,2197.6251845371075,[  99  477  622 1154 1432],[  63  536  627 1065 1222],2158.719260782521,"[63, 480, 1065, 1378, 823]",3615.816158601272,"[63, 594, 823, 1076, 1362]"
